id,pnr,pasajero_id,vuelo_id,asiento,estado_ticket,fecha_emision
20547,M8HOZP,415,143,18D,CONFIRMADO,2025-10-20 07:24:54
20548,OE553F,499,143,19B,EMITIDO,2025-11-07 20:24:54
20549,N0T06J,291,143,11A,CONFIRMADO,2025-11-08 18:24:54
20550,37TUXH,137,144,3D,CONFIRMADO,2025-10-28 02:24:54
20551,F8OZKL,171,144,3A,EMITIDO,2025-10-25 11:24:54
20552,CXMKPF,263,144,25C,CONFIRMADO,2025-11-13 16:24:54
20553,G6IP8U,331,144,22E,CONFIRMADO,2025-10-24 13:24:54
20554,ALX1Q1,337,144,22F,CONFIRMADO,2025-10-21 18:24:54
20555,2XUEVQ,373,144,25E,EMITIDO,2025-11-10 09:24:54
20556,IA95TB,296,144,12F,CONFIRMADO,2025-10-30 00:24:54
20557,IGX44H,205,144,27A,CONFIRMADO,2025-10-26 22:24:54
20558,SRFIJQ,138,144,26A,CONFIRMADO,2025-10-28 19:24:54
20559,8O8JTR,153,144,5B,CONFIRMADO,2025-10-26 07:24:54
20560,3J9HFI,167,144,17A,CONFIRMADO,2025-11-05 10:24:54
20561,ODPQCL,14,144,28B,CONFIRMADO,2025-11-08 05:24:54
20562,4FQ7FQ,206,144,20E,EMITIDO,2025-10-16 08:24:54
20563,22KS04,39,144,27E,EMITIDO,2025-11-12 19:24:54
20564,CSL4R8,221,144,15B,EMITIDO,2025-10-31 01:24:54
20565,CFNFIW,464,144,19B,CONFIRMADO,2025-11-11 17:24:54
20566,ITS873,154,144,28F,CONFIRMADO,2025-10-16 14:24:54
20567,62LQ2X,11,144,8A,EMITIDO,2025-11-06 21:24:54
20568,FX9OI1,472,144,23A,CONFIRMADO,2025-10-31 04:24:54
20569,EXA1QR,42,144,14B,EMITIDO,2025-10-24 16:24:54
20570,S3DHWY,248,144,8B,CONFIRMADO,2025-10-19 02:24:54
20571,1P0W3C,176,144,12C,CONFIRMADO,2025-11-08 18:24:54
20572,UHEKY1,372,144,21C,CONFIRMADO,2025-11-12 21:24:54
20573,ZJQCNE,425,144,14F,CONFIRMADO,2025-10-22 19:24:54
20574,3ACLGS,136,144,21A,EMITIDO,2025-10-26 06:24:54
20575,KSLSSD,62,144,10F,EMITIDO,2025-10-28 16:24:54
20576,3FFGTD,190,144,2F,CONFIRMADO,2025-10-18 02:24:54
20577,5EC0Y0,382,144,19E,CONFIRMADO,2025-10-24 03:24:54
20578,4YTFD4,8,144,6B,EMITIDO,2025-10-16 06:24:54
20579,HRHVJS,151,144,24C,CONFIRMADO,2025-10-21 12:24:54
20580,5K0Q6R,325,144,21E,EMITIDO,2025-11-06 22:24:54
20581,PCLGLO,359,144,12D,CANCELADO,2025-11-12 05:24:54
20582,TEXL6Q,234,144,14E,CONFIRMADO,2025-11-05 10:24:54
20583,4UYKON,12,144,23B,EMITIDO,2025-10-21 04:24:54
20584,I0A5S6,420,144,11B,CONFIRMADO,2025-11-01 22:24:54
20585,9ISZKQ,149,144,3E,CONFIRMADO,2025-10-16 01:24:54
20586,WHQFKV,4,144,9E,CONFIRMADO,2025-10-22 07:24:54
20587,10JSOS,187,144,16D,CONFIRMADO,2025-11-11 00:24:54
20588,O8C0PN,319,144,8D,EMITIDO,2025-11-02 21:24:54
20589,AQWGDI,368,144,7E,CONFIRMADO,2025-10-30 00:24:54
20590,U1AN3E,470,144,5E,CONFIRMADO,2025-10-31 10:24:54
20591,FN22CR,43,144,4C,EMITIDO,2025-10-28 19:24:54
20592,4SU7YP,307,144,21F,CONFIRMADO,2025-10-21 13:24:54
20593,QLX4Q0,192,144,23E,CONFIRMADO,2025-10-28 06:24:54
20594,9ETF14,61,144,9C,CONFIRMADO,2025-10-31 07:24:54
20595,8P9D5T,50,144,5A,EMITIDO,2025-11-07 00:24:54
20596,WXG086,182,144,27C,CONFIRMADO,2025-11-08 04:24:54
20597,R6MIYA,177,144,7B,CONFIRMADO,2025-10-22 14:24:54
20598,6QRP2N,195,144,22B,CONFIRMADO,2025-11-12 12:24:54
20599,NOIS3K,75,144,1E,CONFIRMADO,2025-11-13 22:24:54
20600,IPDFG7,486,144,3B,CONFIRMADO,2025-10-27 07:24:54
20601,UQI6F2,497,144,27F,CONFIRMADO,2025-10-31 00:24:54
20602,1FZ1T3,366,144,18B,CONFIRMADO,2025-10-15 13:24:54
20603,C2VW7E,456,144,4B,CONFIRMADO,2025-10-29 14:24:54
20604,9J61CD,473,144,2B,CONFIRMADO,2025-11-04 18:24:54
20605,HGEZYW,30,144,25D,CONFIRMADO,2025-10-24 20:24:54
20606,7UJB91,446,144,22C,EMITIDO,2025-10-31 09:24:54
20607,CLQLGC,482,144,16E,EMITIDO,2025-10-26 06:24:54
20608,D3D6V4,258,144,1B,EMITIDO,2025-11-06 23:24:54
20609,KCG9U1,437,144,7F,EMITIDO,2025-10-19 09:24:54
20610,U5ARBC,16,144,28D,EMITIDO,2025-10-25 11:24:54
20611,TJ3FGB,47,144,14A,CONFIRMADO,2025-11-04 06:24:54
20612,Q961UV,36,144,11A,CONFIRMADO,2025-10-26 00:24:54
20613,33GQ6J,91,144,7C,CONFIRMADO,2025-10-29 13:24:54
20614,7GIYDP,108,144,22A,CONFIRMADO,2025-11-10 07:24:54
20615,5H3IH1,407,144,16F,CONFIRMADO,2025-11-03 08:24:54
20616,3ANQIT,261,144,1C,CONFIRMADO,2025-10-16 11:24:54
20617,YFVTFY,245,144,20C,CONFIRMADO,2025-11-11 20:24:54
20618,G2AQIX,313,144,10E,CONFIRMADO,2025-10-16 12:24:54
20619,5KDKKY,370,144,11D,CONFIRMADO,2025-10-15 16:24:54
20620,NL7KWV,28,144,4F,CONFIRMADO,2025-10-26 11:24:54
20621,UH1DC7,233,144,21B,CONFIRMADO,2025-10-26 02:24:54
20622,IDJ61X,78,144,20D,EMITIDO,2025-10-27 02:24:54
20623,FOYANP,278,144,5D,EMITIDO,2025-10-19 08:24:54
20624,UKH8KO,285,144,14D,CONFIRMADO,2025-10-30 08:24:54
20625,K013LE,102,144,5F,CONFIRMADO,2025-10-30 11:24:54
20626,0A9HM4,99,144,16B,CONFIRMADO,2025-11-12 11:24:54
20627,602MAI,35,144,17B,CONFIRMADO,2025-11-06 13:24:54
20628,PKRR7Y,363,144,10D,CONFIRMADO,2025-11-05 15:24:54
20629,RIGJ0L,405,144,26E,CONFIRMADO,2025-10-28 13:24:54
20630,YKGX0J,378,144,1D,CONFIRMADO,2025-10-24 12:24:54
20631,VUOSS4,174,144,6A,EMITIDO,2025-10-16 03:24:54
20632,KF7ZM2,37,144,11F,EMITIDO,2025-10-19 15:24:54
20633,OLWANE,88,144,6D,EMITIDO,2025-10-18 09:24:54
20634,QKPBET,450,144,10C,CANCELADO,2025-11-12 00:24:54
20635,Y79YID,498,144,10B,CONFIRMADO,2025-11-08 19:24:54
20636,5Y8PAJ,449,144,19C,CONFIRMADO,2025-10-18 18:24:54
20637,ZCB65O,361,144,12B,EMITIDO,2025-11-02 21:24:54
20638,K6DSSX,487,144,24D,CONFIRMADO,2025-10-24 20:24:54
20639,KDMZO8,270,144,18A,CONFIRMADO,2025-11-07 15:24:54
20640,1YO14W,320,144,3C,CONFIRMADO,2025-11-05 15:24:54
20641,XF09WA,115,144,24A,EMITIDO,2025-10-27 22:24:54
20642,V48LOO,459,144,8C,CONFIRMADO,2025-10-23 04:24:54
20643,5793WI,243,144,7A,CONFIRMADO,2025-10-29 18:24:54
20644,0BCEAC,409,144,11E,EMITIDO,2025-10-15 19:24:54
20645,55YCZG,157,144,20B,CONFIRMADO,2025-11-10 00:24:54
20646,3UZV4X,334,144,18D,CONFIRMADO,2025-10-31 17:24:54
20647,HX735G,69,144,4D,EMITIDO,2025-10-30 07:24:54
20648,69S7TN,117,144,28A,CONFIRMADO,2025-10-31 06:24:54
20649,KNOHF6,170,144,19F,CONFIRMADO,2025-10-19 04:24:54
20650,RSS7A7,194,144,26B,CONFIRMADO,2025-11-12 22:24:54
20651,UCHDN2,121,144,8F,EMITIDO,2025-10-30 00:24:54
20652,LSFQML,150,144,13C,EMITIDO,2025-10-29 01:24:54
20653,YVK9NZ,212,144,19A,CONFIRMADO,2025-10-27 03:24:54
20654,5XOQ3L,315,144,27B,CONFIRMADO,2025-10-26 21:24:54
20655,4NML7L,200,144,15F,CONFIRMADO,2025-10-29 16:24:54
20656,BWWRF9,416,144,6C,CONFIRMADO,2025-10-20 08:24:54
20657,SG5FBP,101,144,6F,CONFIRMADO,2025-11-10 08:24:54
20658,6WZ3CW,371,144,24F,CONFIRMADO,2025-11-12 04:24:54
20659,YKST5L,468,144,25B,CONFIRMADO,2025-10-30 19:24:54
20660,IEMGGD,406,144,23D,CONFIRMADO,2025-11-12 00:24:54
20661,H4KAW6,127,144,28E,CONFIRMADO,2025-11-01 01:24:54
20662,KUGUB2,26,144,8E,CONFIRMADO,2025-10-26 21:24:54
20663,78NPMG,268,144,9F,EMITIDO,2025-10-28 00:24:54
20664,D1OTU0,118,144,17C,EMITIDO,2025-10-31 12:24:54
20665,GGJPI0,207,144,1F,CONFIRMADO,2025-11-14 05:24:54
20666,8SXKHH,106,145,11E,CONFIRMADO,2025-11-11 06:24:54
20667,KG3NMZ,280,145,14D,CONFIRMADO,2025-11-02 03:24:54
20668,1TGTGU,320,145,9F,EMITIDO,2025-10-21 02:24:54
20669,XHYTI3,392,145,9D,CONFIRMADO,2025-10-17 04:24:54
20670,IHG0ZS,205,145,25E,EMITIDO,2025-10-20 17:24:54
20671,S26I81,243,145,19A,EMITIDO,2025-11-03 07:24:54
20672,Y0PYL7,78,145,22F,CANCELADO,2025-11-03 05:24:54
20673,E69ST2,140,145,16D,CONFIRMADO,2025-11-08 01:24:54
20674,89X6GA,365,145,4C,CONFIRMADO,2025-10-25 19:24:54
20675,JZKVCZ,421,145,8A,CANCELADO,2025-10-16 08:24:54
20676,WD22J7,190,145,34C,CONFIRMADO,2025-10-18 00:24:54
20677,PSVZF2,131,145,13C,CANCELADO,2025-10-25 13:24:54
20678,ZO90US,7,145,34B,EMITIDO,2025-11-13 23:24:54
20679,2UQYEK,439,145,8C,EMITIDO,2025-10-22 07:24:54
20680,IHTOJ1,66,145,32C,CONFIRMADO,2025-10-18 07:24:54
20681,E0DULT,335,145,34E,CONFIRMADO,2025-11-08 08:24:54
20682,UJWN5W,226,145,19E,CONFIRMADO,2025-11-07 18:24:54
20683,3MTHR0,379,145,27C,CONFIRMADO,2025-11-12 22:24:54
20684,W5ZFA7,454,145,27B,CONFIRMADO,2025-11-01 02:24:54
20685,A0ON9C,145,145,34F,CONFIRMADO,2025-11-07 17:24:54
20686,PN2UST,290,145,23C,EMITIDO,2025-11-10 21:24:54
20687,9U6MPF,113,145,11C,EMITIDO,2025-10-19 01:24:54
20688,5KTCX3,380,145,11A,CONFIRMADO,2025-11-07 15:24:54
20689,36AHMV,337,145,8D,EMITIDO,2025-11-05 22:24:54
20690,AVDQ20,331,145,31B,CONFIRMADO,2025-10-22 04:24:54
20691,3JNPFO,271,145,14C,EMITIDO,2025-10-28 05:24:54
20692,8KXZ8L,148,145,11F,CONFIRMADO,2025-11-01 12:24:54
20693,9BC84J,466,145,5E,CONFIRMADO,2025-10-28 22:24:54
20694,O65ZKG,339,145,22A,CONFIRMADO,2025-10-31 17:24:54
20695,C0M6QG,451,145,21E,CONFIRMADO,2025-10-17 21:24:54
20696,O62XPW,358,145,10B,EMITIDO,2025-11-02 00:24:54
20697,TQ14A0,301,145,20A,EMITIDO,2025-10-17 05:24:54
20698,34GHIF,350,145,2B,EMITIDO,2025-11-07 16:24:54
20699,Y0VGCL,185,145,15F,EMITIDO,2025-10-21 19:24:54
20700,8MVPMT,112,145,9A,CONFIRMADO,2025-11-03 07:24:54
20701,PU29N7,486,145,2A,CONFIRMADO,2025-11-11 16:24:54
20702,CFUTQH,206,145,15D,CONFIRMADO,2025-10-22 09:24:54
20703,AOP81H,362,145,32F,CONFIRMADO,2025-10-18 01:24:54
20704,XYWSIX,67,145,30B,CANCELADO,2025-11-09 04:24:54
20705,VQDK1I,352,145,20F,CONFIRMADO,2025-10-19 12:24:54
20706,Z5HT89,239,145,4F,EMITIDO,2025-11-05 19:24:54
20707,QCL2VV,341,145,5C,CONFIRMADO,2025-11-12 07:24:54
20708,C3F74V,164,145,33B,EMITIDO,2025-11-07 18:24:54
20709,8U5PXS,484,145,13E,CANCELADO,2025-10-27 16:24:54
20710,Z56G5Y,232,145,33F,CONFIRMADO,2025-11-07 10:24:54
20711,LCEN75,163,145,37D,CONFIRMADO,2025-11-04 14:24:54
20712,88FSEY,342,145,7B,CONFIRMADO,2025-10-31 20:24:54
20713,M7LRDZ,494,145,22C,EMITIDO,2025-11-11 02:24:54
20714,F14Y3V,102,145,32D,EMITIDO,2025-10-25 04:24:54
20715,6VUE30,481,145,5B,EMITIDO,2025-10-20 06:24:54
20716,IIJ9BR,412,145,19C,CONFIRMADO,2025-10-29 04:24:54
20717,DU2ZL1,275,145,5A,CONFIRMADO,2025-10-16 06:24:54
20718,NE2HJG,68,145,28B,CONFIRMADO,2025-11-10 15:24:54
20719,GS9MB1,399,145,25D,CONFIRMADO,2025-11-09 11:24:54
20720,0VKUO1,72,145,26A,CONFIRMADO,2025-10-23 21:24:54
20721,EVOBLW,333,145,28D,CONFIRMADO,2025-11-05 00:24:54
20722,ULMAIE,129,145,16F,CONFIRMADO,2025-11-01 12:24:54
20723,YUU5NV,153,145,35A,CONFIRMADO,2025-10-18 20:24:54
20724,R4BC77,455,145,25B,CONFIRMADO,2025-10-22 16:24:54
20725,4H6VWF,23,145,30D,CONFIRMADO,2025-11-10 22:24:54
20726,GVSEL0,38,145,1E,EMITIDO,2025-11-12 20:24:54
20727,Q0LL5A,231,145,20E,CONFIRMADO,2025-11-03 01:24:54
20728,7ISD5H,83,145,23A,CONFIRMADO,2025-10-24 09:24:54
20729,M66LZ4,184,145,4B,CONFIRMADO,2025-11-08 06:24:54
20730,6L1SGO,165,145,24F,CONFIRMADO,2025-11-02 08:24:54
20731,PS2VN6,150,145,4D,CONFIRMADO,2025-11-03 21:24:54
20732,YIP5IZ,326,145,4A,EMITIDO,2025-10-25 14:24:54
20733,D5IDPG,313,145,15B,EMITIDO,2025-10-17 11:24:54
20734,OO7371,329,145,25A,EMITIDO,2025-10-20 13:24:54
20735,E95ORV,64,145,36B,CONFIRMADO,2025-11-11 06:24:54
20736,RO6159,443,145,6F,CONFIRMADO,2025-11-04 15:24:54
20737,1W66PF,348,145,15E,CONFIRMADO,2025-10-16 22:24:54
20738,H524M5,425,145,10C,CANCELADO,2025-10-27 08:24:54
20739,2NOL4R,151,145,20B,CONFIRMADO,2025-11-10 17:24:54
20740,L515MO,374,145,19F,CONFIRMADO,2025-10-28 13:24:54
20741,W9WKB5,457,145,9E,CONFIRMADO,2025-10-23 07:24:54
20742,DRM4V1,57,145,27E,CONFIRMADO,2025-10-16 16:24:54
20743,NFHXFR,3,145,29F,EMITIDO,2025-11-02 08:24:54
20744,7GNSQ3,391,145,8F,CONFIRMADO,2025-10-16 22:24:54
20745,ETLW50,268,145,17D,EMITIDO,2025-11-10 04:24:54
20746,85EMLM,445,145,36A,CONFIRMADO,2025-10-25 05:24:54
20747,1CEPJN,497,145,17B,CANCELADO,2025-10-16 15:24:54
20748,R15IB1,132,145,32E,CONFIRMADO,2025-10-24 20:24:54
20749,2YJMLS,111,145,8E,CONFIRMADO,2025-10-27 05:24:54
20750,3JOGGK,292,145,3E,CONFIRMADO,2025-11-05 05:24:54
20751,59FT8R,441,145,17A,CONFIRMADO,2025-10-24 12:24:54
20752,D8U914,36,145,1C,CONFIRMADO,2025-11-08 18:24:54
20753,QU8K7U,108,145,37F,EMITIDO,2025-11-11 00:24:54
20754,ORUVXQ,386,145,36C,CONFIRMADO,2025-11-10 23:24:54
20755,ERN3TI,487,145,29B,CONFIRMADO,2025-10-16 08:24:54
20756,JWQYI6,294,145,3B,CONFIRMADO,2025-10-21 05:24:54
20757,DFTX43,262,145,16C,CONFIRMADO,2025-11-08 11:24:54
20758,70RVZ8,334,145,17C,CONFIRMADO,2025-10-18 01:24:54
20759,2EASFK,149,145,20D,CONFIRMADO,2025-11-11 11:24:54
20760,RPHP2D,436,145,23E,CONFIRMADO,2025-10-26 22:24:54
20761,3DQ9L6,447,145,32A,CONFIRMADO,2025-10-24 04:24:54
20762,X4UZBU,479,145,10D,CONFIRMADO,2025-10-29 01:24:54
20763,0X4Y68,474,145,36F,CONFIRMADO,2025-11-07 16:24:54
20764,L3TMT1,471,145,2E,CONFIRMADO,2025-11-06 12:24:54
20765,985FFL,295,145,17F,CONFIRMADO,2025-11-03 05:24:54
20766,PQ9BTD,288,145,12C,CONFIRMADO,2025-10-16 19:24:54
20767,CEJ2XF,37,145,27D,CONFIRMADO,2025-10-31 12:24:54
20768,ULN7MU,259,145,14A,EMITIDO,2025-11-03 09:24:54
20769,JPVC1M,82,145,33D,CONFIRMADO,2025-10-28 20:24:54
20770,1BARTF,284,145,24B,CONFIRMADO,2025-11-08 09:24:54
20771,P6XDSL,456,145,28C,CONFIRMADO,2025-11-03 09:24:54
20772,25N22X,343,145,19B,CONFIRMADO,2025-10-16 06:24:54
20773,S6Q73M,210,145,6E,CONFIRMADO,2025-11-04 20:24:54
20774,FWIDNS,50,145,22D,EMITIDO,2025-10-23 17:24:54
20775,V20RKN,411,145,5D,EMITIDO,2025-11-13 15:24:54
20776,87O7EU,193,145,9C,EMITIDO,2025-10-24 10:24:54
20777,JGNBVG,125,145,21F,CONFIRMADO,2025-11-06 21:24:54
20778,AMRBUO,357,145,5F,EMITIDO,2025-10-19 03:24:54
20779,1SXWX4,293,145,37C,EMITIDO,2025-10-29 12:24:54
20780,5ADFXU,222,145,24C,CONFIRMADO,2025-10-28 10:24:54
20781,0UBR4U,311,145,13B,CONFIRMADO,2025-10-30 16:24:54
20782,5L5BAI,396,145,2D,EMITIDO,2025-10-22 21:24:54
20783,F0KB1R,34,145,9B,CONFIRMADO,2025-11-05 08:24:54
20784,F7UZHD,101,145,12E,CONFIRMADO,2025-11-13 13:24:54
20785,FK6ZPU,372,145,6C,CONFIRMADO,2025-11-02 23:24:54
20786,ESKFN4,31,145,6D,CONFIRMADO,2025-10-29 04:24:54
20787,FLERT3,85,145,3D,EMITIDO,2025-11-05 06:24:54
20788,W8HGAV,285,145,12F,CANCELADO,2025-10-27 15:24:54
20789,3ZHK26,435,145,18E,EMITIDO,2025-10-24 18:24:54
20790,8QMOS3,389,145,35E,EMITIDO,2025-11-12 02:24:54
20791,QB8UQV,194,145,6B,CONFIRMADO,2025-10-27 08:24:54
20792,ZFSPZ2,99,145,26C,EMITIDO,2025-11-04 08:24:54
20793,AUIEGH,387,145,24D,EMITIDO,2025-11-05 10:24:54
20794,55YZBT,212,145,19D,CONFIRMADO,2025-10-31 18:24:54
20795,H2582W,264,145,23B,CONFIRMADO,2025-11-06 07:24:54
20796,Y9RSE3,229,145,7D,CONFIRMADO,2025-10-30 07:24:54
20797,3MB8MP,406,145,30F,EMITIDO,2025-11-06 11:24:54
20798,TLUF7C,361,145,29D,EMITIDO,2025-10-26 16:24:54
20799,VPIV2O,79,145,31F,CONFIRMADO,2025-10-30 16:24:54
20800,YZPMEH,245,145,30A,CONFIRMADO,2025-11-03 20:24:54
20801,W9Z1S9,94,145,29E,CONFIRMADO,2025-10-30 02:24:54
20802,W2WNPY,43,145,22B,CONFIRMADO,2025-10-24 09:24:54
20803,SQTX99,137,145,6A,CONFIRMADO,2025-11-08 00:24:54
20804,GEVDLH,77,145,13F,EMITIDO,2025-10-31 08:24:54
20805,4KNDP7,338,145,26B,CONFIRMADO,2025-10-21 08:24:54
20806,WLYSE2,370,145,12B,CONFIRMADO,2025-11-12 11:24:54
20807,HSJREE,485,145,31A,EMITIDO,2025-11-09 14:24:54
20808,ZHZ549,196,145,13A,CONFIRMADO,2025-11-02 12:24:54
20809,QHUIE4,69,145,20C,CONFIRMADO,2025-11-05 15:24:54
20810,H6SSPW,141,145,33A,EMITIDO,2025-10-20 03:24:54
20811,UJS73Y,378,145,2F,CONFIRMADO,2025-10-20 16:24:54
20812,N6PMHX,491,145,34A,CONFIRMADO,2025-10-29 09:24:54
20813,FZ18B3,359,145,10E,CANCELADO,2025-11-13 05:24:54
20814,JUWHU7,168,145,3C,CONFIRMADO,2025-10-30 19:24:54
20815,54M7MS,364,145,21A,EMITIDO,2025-10-24 21:24:54
20816,NBGZGM,181,145,10A,CANCELADO,2025-10-27 20:24:54
20817,CWQ2LP,314,145,16A,CONFIRMADO,2025-10-22 11:24:54
20818,4C2DCQ,289,145,3F,CONFIRMADO,2025-11-01 08:24:54
20819,CXLD4M,307,145,26F,CONFIRMADO,2025-10-15 19:24:54
20820,YH5S06,279,145,18D,EMITIDO,2025-11-10 18:24:54
20821,6HSDF6,171,145,1B,CONFIRMADO,2025-11-09 12:24:54
20822,ZKTAEF,461,145,12D,CONFIRMADO,2025-11-05 15:24:54
20823,OVNFH2,161,145,36D,CONFIRMADO,2025-10-17 06:24:54
20824,FY2DYR,177,145,16E,CONFIRMADO,2025-11-04 09:24:54
20825,TC23YK,340,145,18C,CONFIRMADO,2025-11-06 22:24:54
20826,67KWLK,385,145,3A,EMITIDO,2025-11-05 12:24:54
20827,UHQ9CI,244,145,37B,CANCELADO,2025-11-02 18:24:54
20828,IF71CG,53,145,21C,EMITIDO,2025-10-30 17:24:54
20829,SCMYNI,282,145,22E,EMITIDO,2025-11-07 01:24:54
20830,UFDJ0C,147,145,34D,CONFIRMADO,2025-10-21 04:24:54
20831,SZ9K58,90,145,25F,CONFIRMADO,2025-10-25 21:24:54
20832,JOC85L,156,145,33E,CONFIRMADO,2025-11-12 15:24:54
20833,NUZ4ZE,265,145,12A,CONFIRMADO,2025-10-15 15:24:54
20834,KQL56Y,228,145,8B,CONFIRMADO,2025-10-29 01:24:54
20835,2BVHHT,353,145,10F,CONFIRMADO,2025-10-20 19:24:54
20836,MVQ81Q,93,145,1D,EMITIDO,2025-10-21 18:24:54
20837,ABPUSF,203,145,15A,EMITIDO,2025-10-17 12:24:54
20838,LFC1BX,130,145,7A,CONFIRMADO,2025-11-01 07:24:54
20839,PG8D6A,431,145,31C,CONFIRMADO,2025-10-27 04:24:54
20840,X0D49F,76,145,27F,CONFIRMADO,2025-11-09 08:24:54
20841,FS1PQ8,178,145,14F,CONFIRMADO,2025-10-16 17:24:54
20842,8A3M7H,110,145,24E,EMITIDO,2025-10-24 02:24:54
20843,JNRHCC,462,145,29C,CONFIRMADO,2025-10-22 11:24:54
20844,20K20O,223,145,29A,CANCELADO,2025-10-16 17:24:54
20845,F5EIEP,202,145,30E,CONFIRMADO,2025-11-08 20:24:54
20846,3XZ9ZH,25,145,11B,CONFIRMADO,2025-10-24 16:24:54
20847,U87OK1,139,145,18F,CONFIRMADO,2025-10-17 08:24:54
20848,4C2IJE,433,145,37A,CONFIRMADO,2025-11-08 04:24:54
20849,HB7OJO,382,145,16B,EMITIDO,2025-10-18 05:24:54
20850,L31RNL,328,145,35B,EMITIDO,2025-10-22 13:24:54
20851,RXK1IA,416,145,18A,CONFIRMADO,2025-10-24 20:24:54
20852,BSA0NK,261,145,14E,CONFIRMADO,2025-10-22 22:24:54
20853,29QOW1,478,145,1A,CONFIRMADO,2025-10-17 07:24:54
20854,CKZZEX,403,145,32B,EMITIDO,2025-11-04 06:24:54
20855,NEKC00,330,145,28A,CONFIRMADO,2025-10-19 07:24:54
20856,94BWEB,444,145,2C,CONFIRMADO,2025-10-24 08:24:54
20857,01SU7B,413,145,7C,EMITIDO,2025-11-01 16:24:54
20858,2R0Y0A,321,145,1F,CONFIRMADO,2025-11-08 07:24:54
20859,3YBMVO,438,145,25C,EMITIDO,2025-10-23 15:24:54
20860,FURBRH,318,145,28F,CONFIRMADO,2025-10-21 20:24:54
20861,BF5YI7,415,145,15C,CONFIRMADO,2025-11-03 00:24:54
20862,MVWZOY,465,145,23F,CONFIRMADO,2025-10-23 02:24:54
20863,OO5QSJ,170,145,21B,CONFIRMADO,2025-10-23 06:24:54
20864,E65AL9,92,145,24A,EMITIDO,2025-11-08 23:24:54
20865,RPE01C,300,145,36E,EMITIDO,2025-11-03 01:24:54
20866,60UPBS,135,145,31D,CONFIRMADO,2025-11-04 15:24:54
20867,9LVJ62,17,146,2D,EMITIDO,2025-11-04 23:24:54
20868,9HCJCQ,60,146,2A,EMITIDO,2025-10-21 06:24:54
20869,A46Z5D,85,146,13D,EMITIDO,2025-10-31 18:24:54
20870,K8GP31,352,146,8B,CONFIRMADO,2025-10-24 05:24:54
20871,LSLS4Y,284,146,17F,EMITIDO,2025-10-26 02:24:54
20872,PVAAT7,193,146,1F,CONFIRMADO,2025-10-29 02:24:54
20873,DMOQNJ,315,146,23B,EMITIDO,2025-10-26 01:24:54
20874,2EJINF,213,146,12B,EMITIDO,2025-11-01 14:24:54
20875,YIM72B,388,146,18D,CONFIRMADO,2025-11-08 10:24:54
20876,AKZFHW,185,146,13B,CONFIRMADO,2025-10-23 14:24:54
20877,81SL8U,188,146,10D,CONFIRMADO,2025-10-23 16:24:54
20878,XPOM3D,354,146,15E,EMITIDO,2025-10-21 04:24:54
20879,TT8VJR,97,146,5A,EMITIDO,2025-10-20 17:24:54
20880,H10W4H,403,146,14A,EMITIDO,2025-11-08 10:24:54
20881,QWW3EA,228,146,2B,EMITIDO,2025-11-08 21:24:54
20882,KFPQHB,268,146,23A,CONFIRMADO,2025-10-18 04:24:54
20883,AJUYVR,35,146,3B,CONFIRMADO,2025-11-13 12:24:54
20884,G28NP5,21,146,16F,CONFIRMADO,2025-11-01 23:24:54
20885,4LKK67,389,146,17B,EMITIDO,2025-11-09 02:24:54
20886,2UPRKJ,386,146,17A,CONFIRMADO,2025-10-27 12:24:54
20887,NGWFUD,422,146,11E,CONFIRMADO,2025-11-13 13:24:54
20888,Z9NF68,94,146,11D,CONFIRMADO,2025-10-24 10:24:54
20889,9KXI83,475,146,18F,EMITIDO,2025-10-24 17:24:54
20890,N1X7ZI,234,146,10C,EMITIDO,2025-10-20 15:24:54
20891,O1SO1G,207,146,2E,CONFIRMADO,2025-11-03 13:24:54
20892,D208DD,49,146,14F,CONFIRMADO,2025-11-13 06:24:54
20893,L09TXC,54,146,8E,CONFIRMADO,2025-10-23 12:24:54
20894,4BW67Q,68,146,15B,CONFIRMADO,2025-11-08 06:24:54
20895,XHLYX7,447,146,1E,CONFIRMADO,2025-10-16 03:24:54
20896,B8DWYN,167,146,6D,EMITIDO,2025-10-31 16:24:54
20897,LEDZYF,253,146,1D,EMITIDO,2025-10-19 19:24:54
20898,C5PFQB,23,146,13F,CONFIRMADO,2025-11-01 12:24:54
20899,B2HS4O,55,146,3F,CONFIRMADO,2025-10-20 08:24:54
20900,L5IQCY,298,146,12F,CONFIRMADO,2025-11-03 00:24:54
20901,3DE99H,308,146,21D,CONFIRMADO,2025-10-31 07:24:54
20902,IEP6FM,199,146,4A,EMITIDO,2025-10-15 10:24:54
20903,X62TMW,58,146,18E,CANCELADO,2025-11-01 09:24:54
20904,52N77R,476,146,13A,CONFIRMADO,2025-10-18 22:24:54
20905,9NQGHP,374,146,1C,EMITIDO,2025-11-03 21:24:54
20906,0L1LZ8,160,146,5C,CONFIRMADO,2025-10-20 20:24:54
20907,7VR8J0,365,146,12C,CANCELADO,2025-11-07 10:24:54
20908,L3W1VB,42,146,10E,CONFIRMADO,2025-11-05 16:24:54
20909,B4LBGQ,282,146,10F,CONFIRMADO,2025-10-24 08:24:54
20910,0Q4C1C,369,146,14B,CONFIRMADO,2025-10-27 02:24:54
20911,EEBA5G,19,146,11A,CONFIRMADO,2025-10-23 10:24:54
